ENSEMBL_GENE_ID	Name	Species
ENSG00000143199	adenylate cyclase 10, soluble(ADCY10)	Homo sapiens
ENSG00000109047	recoverin(RCVRN)	Homo sapiens
ENSG00000173852	dpy-19 like 1(DPY19L1)	Homo sapiens
ENSG00000084731	kinesin family member 3C(KIF3C)	Homo sapiens
ENSG00000136267	diacylglycerol kinase beta(DGKB)	Homo sapiens
ENSG00000143390	regulatory factor X5(RFX5)	Homo sapiens
ENSG00000170356	olfactory receptor family 2 subfamily A member 20 pseudogene(OR2A20P)	Homo sapiens
ENSG00000131018	spectrin repeat containing nuclear envelope protein 1(SYNE1)	Homo sapiens
ENSG00000133111	regulatory factor X associated protein(RFXAP)	Homo sapiens
ENSG00000090104	regulator of G-protein signaling 1(RGS1)	Homo sapiens
ENSG00000173926	membrane associated ring-CH-type finger 3(MARCH3)	Homo sapiens
ENSG00000128274	alpha 1,4-galactosyltransferase(A4GALT)	Homo sapiens
ENSG00000105443	cytohesin 2(CYTH2)	Homo sapiens
ENSG00000166342	neuropilin and tolloid like 1(NETO1)	Homo sapiens
ENSG00000118849	retinoic acid receptor responder 1(RARRES1)	Homo sapiens
ENSG00000133393	FGFR1OP N-terminal like(FOPNL)	Homo sapiens
ENSG00000115474	potassium voltage-gated channel subfamily J member 13(KCNJ13)	Homo sapiens
ENSG00000153201	RAN binding protein 2(RANBP2)	Homo sapiens
ENSG00000026559	potassium voltage-gated channel modifier subfamily G member 1(KCNG1)	Homo sapiens
ENSG00000127337	YEATS domain containing 4(YEATS4)	Homo sapiens
ENSG00000085117	CD82 molecule(CD82)	Homo sapiens
ENSG00000164051	coiled-coil domain containing 51(CCDC51)	Homo sapiens
ENSG00000123545	NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)	Homo sapiens
ENSG00000159363	ATPase 13A2(ATP13A2)	Homo sapiens
ENSG00000182255	potassium voltage-gated channel subfamily A member 4(KCNA4)	Homo sapiens
ENSG00000080839	RB transcriptional corepressor like 1(RBL1)	Homo sapiens
ENSG00000155508	CCR4-NOT transcription complex subunit 8(CNOT8)	Homo sapiens
ENSG00000153404	pleckstrin homology and RhoGEF domain containing G4B(PLEKHG4B)	Homo sapiens
ENSG00000140350	acidic nuclear phosphoprotein 32 family member A(ANP32A)	Homo sapiens
ENSG00000142856	integrin subunit beta 3 binding protein(ITGB3BP)	Homo sapiens
ENSG00000158470	beta-1,4-galactosyltransferase 5(B4GALT5)	Homo sapiens
ENSG00000133321	retinoic acid receptor responder 3(RARRES3)	Homo sapiens
ENSG00000124226	ring finger protein 114(RNF114)	Homo sapiens
ENSG00000132570	pterin-4 alpha-carbinolamine dehydratase 2(PCBD2)	Homo sapiens
ENSG00000125691	ribosomal protein L23(RPL23)	Homo sapiens
ENSG00000162267	inter-alpha-trypsin inhibitor heavy chain 3(ITIH3)	Homo sapiens
ENSG00000143429	lymphocyte-specific protein 1 pseudogene(LOC645166)	Homo sapiens
ENSG00000169507	solute carrier family 38 member 11(SLC38A11)	Homo sapiens
ENSG00000184752	NADH:ubiquinone oxidoreductase subunit A12(NDUFA12)	Homo sapiens
ENSG00000197901	solute carrier family 22 member 6(SLC22A6)	Homo sapiens
ENSG00000134594	RAB33A, member RAS oncogene family(RAB33A)	Homo sapiens
ENSG00000082781	integrin subunit beta 5(ITGB5)	Homo sapiens
ENSG00000150722	protein phosphatase 1 regulatory inhibitor subunit 1C(PPP1R1C)	Homo sapiens
ENSG00000184635	zinc finger protein 93(ZNF93)	Homo sapiens
ENSG00000071073	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A(MGAT4A)	Homo sapiens
ENSG00000154240	centrosomal protein 112(CEP112)	Homo sapiens
ENSG00000067167	translocation associated membrane protein 1(TRAM1)	Homo sapiens
ENSG00000144671	solute carrier family 22 member 14(SLC22A14)	Homo sapiens
ENSG00000135686	kelch like family member 36(KLHL36)	Homo sapiens
ENSG00000108298	ribosomal protein L19(RPL19)	Homo sapiens
ENSG00000164197	ring finger protein 180(RNF180)	Homo sapiens
ENSG00000172380	G protein subunit gamma 12(GNG12)	Homo sapiens
ENSG00000132383	replication protein A1(RPA1)	Homo sapiens
ENSG00000117748	replication protein A2(RPA2)	Homo sapiens
ENSG00000131771	protein phosphatase 1 regulatory inhibitor subunit 1B(PPP1R1B)	Homo sapiens
ENSG00000108469	RecQ like helicase 5(RECQL5)	Homo sapiens
ENSG00000131375	calpain 7(CAPN7)	Homo sapiens
ENSG00000143786	cornichon family AMPA receptor auxiliary protein 3(CNIH3)	Homo sapiens
ENSG00000175984	DENN domain containing 2C(DENND2C)	Homo sapiens
ENSG00000151553	family with sequence similarity 160 member B1(FAM160B1)	Homo sapiens
ENSG00000138271	G protein-coupled receptor 87(GPR87)	Homo sapiens
ENSG00000198168	small VCP interacting protein(SVIP)	Homo sapiens
ENSG00000173404	INSM transcriptional repressor 1(INSM1)	Homo sapiens
ENSG00000115459	ELMO domain containing 3(ELMOD3)	Homo sapiens
ENSG00000150361	kelch like family member 1(KLHL1)	Homo sapiens
ENSG00000065320	netrin 1(NTN1)	Homo sapiens
ENSG00000174243	DEAD-box helicase 23(DDX23)	Homo sapiens
ENSG00000105072	chromosome 19 open reading frame 44(C19orf44)	Homo sapiens
ENSG00000116133	24-dehydrocholesterol reductase(DHCR24)	Homo sapiens
ENSG00000084444	family with sequence similarity 234 member B(FAM234B)	Homo sapiens
ENSG00000039123	Ski2 like RNA helicase 2(SKIV2L2)	Homo sapiens
ENSG00000108262	GIT ArfGAP 1(GIT1)	Homo sapiens
ENSG00000137413	TATA-box binding protein associated factor 8(TAF8)	Homo sapiens
ENSG00000140522	retinaldehyde binding protein 1(RLBP1)	Homo sapiens
ENSG00000173517	pseudopodium enriched atypical kinase 1(PEAK1)	Homo sapiens
ENSG00000124177	chromodomain helicase DNA binding protein 6(CHD6)	Homo sapiens
ENSG00000175040	carbohydrate sulfotransferase 2(CHST2)	Homo sapiens
ENSG00000112079	serine/threonine kinase 38(STK38)	Homo sapiens
ENSG00000163568	absent in melanoma 2(AIM2)	Homo sapiens
ENSG00000012822	calcium binding and coiled-coil domain 1(CALCOCO1)	Homo sapiens
ENSG00000160563	mediator complex subunit 27(MED27)	Homo sapiens
ENSG00000116586	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2(LAMTOR2)	Homo sapiens
ENSG00000160049	DNA fragmentation factor subunit alpha(DFFA)	Homo sapiens
ENSG00000185261	KIAA0825(KIAA0825)	Homo sapiens
ENSG00000109118	PHD finger protein 12(PHF12)	Homo sapiens
ENSG00000135870	ring finger and CCCH-type domains 1(RC3H1)	Homo sapiens
ENSG00000095752	interleukin 11(IL11)	Homo sapiens
ENSG00000135930	eukaryotic translation initiation factor 4E family member 2(EIF4E2)	Homo sapiens
ENSG00000110324	interleukin 10 receptor subunit alpha(IL10RA)	Homo sapiens
ENSG00000162739	SLAM family member 6(SLAMF6)	Homo sapiens
ENSG00000090659	CD209 molecule(CD209)	Homo sapiens
ENSG00000087448	kelch like family member 42(KLHL42)	Homo sapiens
ENSG00000144712	cullin associated and neddylation dissociated 2 (putative)(CAND2)	Homo sapiens
ENSG00000068885	intraflagellar transport 80(IFT80)	Homo sapiens
ENSG00000122223	CD244 molecule(CD244)	Homo sapiens
ENSG00000137834	SMAD family member 6(SMAD6)	Homo sapiens
ENSG00000110801	proteasome 26S subunit, non-ATPase 9(PSMD9)	Homo sapiens
ENSG00000149218	endonuclease domain containing 1(ENDOD1)	Homo sapiens
ENSG00000143369	extracellular matrix protein 1(ECM1)	Homo sapiens
ENSG00000178878	apolipoprotein L domain containing 1(APOLD1)	Homo sapiens
ENSG00000172508	carnosine synthase 1(CARNS1)	Homo sapiens
ENSG00000166329	coiled-coil domain containing 182(CCDC182)	Homo sapiens
ENSG00000196263	zinc finger protein 471(ZNF471)	Homo sapiens
ENSG00000175376	eukaryotic translation initiation factor 1A domain containing(EIF1AD)	Homo sapiens
ENSG00000188784	phospholipase A2 group IIE(PLA2G2E)	Homo sapiens
ENSG00000108587	golgi SNAP receptor complex member 1(GOSR1)	Homo sapiens
ENSG00000129255	mannose-P-dolichol utilization defect 1(MPDU1)	Homo sapiens
ENSG00000100987	visual system homeobox 1(VSX1)	Homo sapiens
ENSG00000163472	transmembrane protein 79(TMEM79)	Homo sapiens
ENSG00000140548	zinc finger protein 710(ZNF710)	Homo sapiens
ENSG00000062524	leukocyte receptor tyrosine kinase(LTK)	Homo sapiens
ENSG00000132692	brevican(BCAN)	Homo sapiens
ENSG00000198563	DExD-box helicase 39B(DDX39B)	Homo sapiens
ENSG00000087116	ADAM metallopeptidase with thrombospondin type 1 motif 2(ADAMTS2)	Homo sapiens
ENSG00000135932	calcium binding protein 39(CAB39)	Homo sapiens
ENSG00000143442	pogo transposable element with ZNF domain(POGZ)	Homo sapiens
ENSG00000145861	C1q and tumor necrosis factor related protein 2(C1QTNF2)	Homo sapiens
ENSG00000054690	pleckstrin homology, MyTH4 and FERM domain containing H1(PLEKHH1)	Homo sapiens
ENSG00000146540	chromosome 7 open reading frame 50(C7orf50)	Homo sapiens
ENSG00000132510	lysine demethylase 6B(KDM6B)	Homo sapiens
ENSG00000004399	plexin D1(PLXND1)	Homo sapiens
ENSG00000152558	transmembrane protein 123(TMEM123)	Homo sapiens
ENSG00000184220	cms1 ribosomal small subunit homolog (yeast)(CMSS1)	Homo sapiens
ENSG00000110046	autophagy related 2A(ATG2A)	Homo sapiens
ENSG00000120322	protocadherin beta 8(PCDHB8)	Homo sapiens
ENSG00000196415	proteinase 3(PRTN3)	Homo sapiens
ENSG00000152591	dentin sialophosphoprotein(DSPP)	Homo sapiens
ENSG00000107821	Kazal type serine peptidase inhibitor domain 1(KAZALD1)	Homo sapiens
ENSG00000157514	TSC22 domain family member 3(TSC22D3)	Homo sapiens
ENSG00000159685	coiled-coil-helix-coiled-coil-helix domain containing 6(CHCHD6)	Homo sapiens
ENSG00000156983	bromodomain and PHD finger containing 1(BRPF1)	Homo sapiens
ENSG00000116017	AT-rich interaction domain 3A(ARID3A)	Homo sapiens
ENSG00000179021	chromosome 3 open reading frame 38(C3orf38)	Homo sapiens
ENSG00000158301	G protein-coupled receptor associated sorting protein 2(GPRASP2)	Homo sapiens
ENSG00000088888	mitochondrial antiviral signaling protein(MAVS)	Homo sapiens
ENSG00000010327	stabilin 1(STAB1)	Homo sapiens
ENSG00000149295	dopamine receptor D2(DRD2)	Homo sapiens
ENSG00000091138	solute carrier family 26 member 3(SLC26A3)	Homo sapiens
ENSG00000071189	sorting nexin 13(SNX13)	Homo sapiens
ENSG00000143801	presenilin 2(PSEN2)	Homo sapiens
ENSG00000166035	lipase C, hepatic type(LIPC)	Homo sapiens
ENSG00000198887	structural maintenance of chromosomes 5(SMC5)	Homo sapiens
ENSG00000130731	methyltransferase like 26(METTL26)	Homo sapiens
ENSG00000117640	mitochondrial fission regulator 1 like(MTFR1L)	Homo sapiens
ENSG00000106588	proteasome subunit alpha 2(PSMA2)	Homo sapiens
ENSG00000143375	cingulin(CGN)	Homo sapiens
ENSG00000159792	protein serine kinase H1(PSKH1)	Homo sapiens
ENSG00000143315	phosphatidylinositol glycan anchor biosynthesis class M(PIGM)	Homo sapiens
ENSG00000162735	peroxisomal biogenesis factor 19(PEX19)	Homo sapiens
ENSG00000131115	zinc finger protein 227(ZNF227)	Homo sapiens
ENSG00000182986	zinc finger protein 320(ZNF320)	Homo sapiens
ENSG00000048828	family with sequence similarity 120A(FAM120A)	Homo sapiens
ENSG00000089159	paxillin(PXN)	Homo sapiens
ENSG00000145826	leukocyte cell derived chemotaxin 2(LECT2)	Homo sapiens
ENSG00000168172	hook microtubule tethering protein 3(HOOK3)	Homo sapiens
ENSG00000165434	phosphoglucomutase 2 like 1(PGM2L1)	Homo sapiens
ENSG00000005486	rhomboid domain containing 2(RHBDD2)	Homo sapiens
ENSG00000100504	phosphorylase, glycogen, liver(PYGL)	Homo sapiens
ENSG00000061455	PR/SET domain 6(PRDM6)	Homo sapiens
ENSG00000159182	prostate cancer susceptibility candidate 1(PRAC1)	Homo sapiens
ENSG00000205076	galectin 7(LGALS7)	Homo sapiens
ENSG00000116977	galectin 8(LGALS8)	Homo sapiens
ENSG00000137185	zinc finger and SCAN domain containing 9(ZSCAN9)	Homo sapiens
ENSG00000143420	endosulfine alpha(ENSA)	Homo sapiens
ENSG00000182103	family with sequence similarity 181 member B(FAM181B)	Homo sapiens
ENSG00000108679	galectin 3 binding protein(LGALS3BP)	Homo sapiens
ENSG00000126838	PZP, alpha-2-macroglobulin like(PZP)	Homo sapiens
ENSG00000091136	laminin subunit beta 1(LAMB1)	Homo sapiens
ENSG00000091490	SEL1L family member 3(SEL1L3)	Homo sapiens
ENSG00000197969	vacuolar protein sorting 13 homolog A(VPS13A)	Homo sapiens
ENSG00000158711	ELK4, ETS transcription factor(ELK4)	Homo sapiens
ENSG00000143756	F-box protein 28(FBXO28)	Homo sapiens
ENSG00000177476	olfactory receptor family 2 subfamily G member 3(OR2G3)	Homo sapiens
ENSG00000132749	testis expressed metallothionein like protein(TESMIN)	Homo sapiens
ENSG00000010282	hedgehog acyltransferase-like(HHATL)	Homo sapiens
ENSG00000002834	LIM and SH3 protein 1(LASP1)	Homo sapiens
ENSG00000173557	chromosome 2 open reading frame 70(C2orf70)	Homo sapiens
ENSG00000101363	mannosidase beta like(MANBAL)	Homo sapiens
ENSG00000151247	eukaryotic translation initiation factor 4E(EIF4E)	Homo sapiens
ENSG00000145014	transmembrane protein 44(TMEM44)	Homo sapiens
ENSG00000127947	protein tyrosine phosphatase, non-receptor type 12(PTPN12)	Homo sapiens
ENSG00000159166	ladinin 1(LAD1)	Homo sapiens
ENSG00000100982	PDX1 C-terminal inhibiting factor 1(PCIF1)	Homo sapiens
ENSG00000169605	gastrokine 1(GKN1)	Homo sapiens
ENSG00000135625	early growth response 4(EGR4)	Homo sapiens
ENSG00000148498	par-3 family cell polarity regulator(PARD3)	Homo sapiens
ENSG00000144724	protein tyrosine phosphatase, receptor type G(PTPRG)	Homo sapiens
ENSG00000055813	coiled-coil domain containing 85A(CCDC85A)	Homo sapiens
ENSG00000108947	ephrin B3(EFNB3)	Homo sapiens
ENSG00000133703	KRAS proto-oncogene, GTPase(KRAS)	Homo sapiens
ENSG00000154864	piezo type mechanosensitive ion channel component 2(PIEZO2)	Homo sapiens
ENSG00000182208	MOB kinase activator 2(MOB2)	Homo sapiens
ENSG00000221970	olfactory receptor family 2 subfamily A member 1(OR2A1)	Homo sapiens
ENSG00000196826	zinc finger protein 709(ZNF709)	Homo sapiens
ENSG00000143674	mixed lineage kinase 4(MLK4)	Homo sapiens
ENSG00000144792	zinc finger protein 660(ZNF660)	Homo sapiens
ENSG00000182504	centrosomal protein 97(CEP97)	Homo sapiens
	ENSG00000233928		
	ENSG00000277444		
	ENSG00000157965		
	ENSG00000078319		
	ENSG00000266075		
	ENSG00000122043		
	ENSG00000142163		
	ENSG00000276294		
	ENSG00000213467		
	ENSG00000260033		
	ENSG00000197258		
	ENSG00000210100		
	ENSG00000215014		
	ENSG00000131982		
	ENSG00000204464		
	ENSG00000020219		
	ENSG00000213724		
	ENSG00000248528		
	ENSG00000196085		
	ENSG00000185638		
	ENSG00000197322		
	ENSG00000185203		
	ENSG00000176904		
	ENSG00000213700		
	ENSG00000150175		
	ENSG00000197462		
	ENSG00000275343		
	ENSG00000277259		
	ENSG00000173727		
	ENSG00000241690		
	ENSG00000181227		
	ENSG00000239699		
	ENSG00000183586		
	ENSG00000210678		
	ENSG00000242266		
	ENSG00000275386		
	ENSG00000220212		
	ENSG00000125695		
	ENSG00000228476		
	ENSG00000180409		
	ENSG00000123965		
	ENSG00000213640		
	ENSG00000237974		
	ENSG00000266029		
	ENSG00000259418		
	ENSG00000177736		
	ENSG00000244490		
	ENSG00000275053		
	ENSG00000240186		
	ENSG00000198787		
	ENSG00000242507		
	ENSG00000179381		
	ENSG00000141028		
	ENSG00000241975		
	ENSG00000225664		
	ENSG00000257924		
	ENSG00000275024		
	ENSG00000176659		
	ENSG00000159860		
	ENSG00000237442		
	ENSG00000277792		
	ENSG00000179611		
	ENSG00000175728		
	ENSG00000253720		
	ENSG00000255303		
	ENSG00000264365		
	ENSG00000108958		
	ENSG00000228255		
	ENSG00000275701		
	ENSG00000174912		
	ENSG00000211893		
	ENSG00000249916		
	ENSG00000204471		
	ENSG00000225632		
	ENSG00000198703		
	ENSG00000236610		
	ENSG00000182776		
	ENSG00000248907		
